,house id,number of crimes,Assault,Breaking & Entering,Drugs,Property Crime,Robbery,Theft,Theft from Vehicle,Theft of Vehicle
856,3654800200,168,25.0,50.0,5.0,42.0,2.0,19.0,20.0,5.0
857,2296500036,8,1.0,4.0,,,,2.0,,1.0
858,623069068,140,8.0,33.0,,18.0,,13.0,65.0,3.0
859,1865820370,63,6.0,26.0,,9.0,,13.0,6.0,3.0
860,1723049033,15,1.0,2.0,1.0,4.0,1.0,2.0,4.0,
861,2359300030,2,,,,,,,,2.0
862,6403310060,29,2.0,12.0,,10.0,1.0,1.0,3.0,
863,1937300270,23,4.0,3.0,2.0,3.0,3.0,2.0,,6.0
864,4137050060,1,,,,1.0,,,,
865,2310000240,50,5.0,18.0,3.0,7.0,,11.0,6.0,
866,3955900830,26,2.0,9.0,,3.0,,4.0,6.0,2.0
867,8665050060,640,30.0,91.0,44.0,208.0,6.0,86.0,165.0,10.0
868,3330500875,8,1.0,,3.0,1.0,,2.0,,1.0
869,3327020400,26,2.0,4.0,1.0,7.0,,1.0,5.0,6.0
870,1250700060,8,2.0,3.0,,,1.0,1.0,,1.0
871,4039300400,1,,,,,,,,1.0
872,6665800060,3,,,,1.0,,,1.0,1.0
873,7504110030,18,,7.0,,4.0,1.0,3.0,1.0,2.0
874,7805450810,45,1.0,12.0,,11.0,,3.0,17.0,1.0
875,6306400140,2,,,1.0,1.0,,,,
876,8802400416,157,14.0,34.0,2.0,29.0,3.0,23.0,31.0,21.0
877,6204400270,445,37.0,81.0,14.0,101.0,5.0,69.0,119.0,19.0
878,9536602080,25,,8.0,,4.0,,1.0,8.0,4.0
879,3826000070,189,20.0,48.0,4.0,39.0,1.0,25.0,25.0,27.0
880,5101405335,41,5.0,3.0,8.0,3.0,10.0,7.0,4.0,1.0
881,2349300060,9,2.0,,,3.0,,,1.0,3.0
882,7749500370,56,2.0,8.0,6.0,12.0,1.0,5.0,16.0,6.0
883,2436701200,2,,,,,,,,2.0
884,7871500070,0,,,,,,,,
885,3323500030,0,,,,,,,,
886,2110200036,12,2.0,3.0,,2.0,1.0,3.0,,1.0
887,510002519,8,1.0,1.0,,2.0,1.0,,1.0,2.0
888,1387300070,551,55.0,86.0,22.0,133.0,4.0,91.0,137.0,23.0
889,9465910070,389,37.0,52.0,18.0,92.0,3.0,75.0,99.0,13.0
890,2324800070,70,5.0,21.0,2.0,23.0,1.0,8.0,10.0,
891,1962200435,8,1.0,1.0,,1.0,1.0,1.0,,3.0
892,8562890700,64,2.0,26.0,2.0,22.0,,8.0,3.0,1.0
893,3298700946,3821,335.0,497.0,152.0,1061.0,136.0,823.0,364.0,453.0
894,880000189,1799,164.0,170.0,88.0,505.0,78.0,500.0,165.0,129.0
895,643500030,2,,,,,,,1.0,1.0
896,8566100200,1,,1.0,,,,,,
897,4298100240,130,11.0,40.0,6.0,41.0,,16.0,15.0,1.0
898,3275780030,8,1.0,2.0,,3.0,,1.0,1.0,
899,8648220270,131,4.0,49.0,2.0,33.0,,19.0,17.0,7.0
900,1923000160,0,,,,,,,,
901,7574910860,155,11.0,43.0,2.0,46.0,,27.0,24.0,2.0
902,2296500136,0,,,,,,,,
903,3278600710,1,1.0,,,,,,,
904,2460700260,254,13.0,59.0,4.0,60.0,,39.0,59.0,20.0
905,3188100400,22,3.0,1.0,5.0,2.0,5.0,4.0,2.0,
906,9406520830,49,4.0,17.0,2.0,9.0,,10.0,7.0,
907,3387900390,75,8.0,21.0,2.0,16.0,1.0,10.0,9.0,8.0
908,1596600024,28,4.0,4.0,5.0,5.0,,4.0,1.0,5.0
909,7625701891,8,1.0,,,3.0,,,1.0,3.0
910,3224800075,9,2.0,3.0,,3.0,,,1.0,
911,7526800200,5,,1.0,2.0,1.0,,,1.0,
912,3329530200,536,41.0,126.0,14.0,129.0,6.0,59.0,110.0,51.0
913,2115200125,12,3.0,1.0,2.0,3.0,,3.0,,
914,6623400135,148,11.0,31.0,14.0,27.0,3.0,20.0,35.0,7.0
915,103000116,3,1.0,,,,,,,2.0
916,2768301525,4,,1.0,,2.0,,,1.0,
917,739980260,227,21.0,56.0,5.0,43.0,4.0,27.0,42.0,29.0
918,4302200695,1796,168.0,170.0,89.0,502.0,80.0,502.0,153.0,132.0
919,1431700370,220,9.0,51.0,3.0,53.0,,35.0,52.0,17.0
920,7524000030,1,,,,1.0,,,,
921,4046500320,107,5.0,28.0,3.0,25.0,,14.0,31.0,1.0
922,4325000125,3,,,,1.0,,1.0,,1.0
923,3456000160,0,,,,,,,,
924,9297301580,9,1.0,,,3.0,,1.0,1.0,3.0
925,2465400036,0,,,,,,,,
926,5412200270,202,17.0,50.0,5.0,49.0,3.0,24.0,32.0,22.0
927,1109000390,30,7.0,,9.0,3.0,4.0,4.0,2.0,1.0
928,8730000270,20,1.0,1.0,6.0,2.0,2.0,3.0,5.0,
929,7937600830,164,14.0,53.0,,47.0,,25.0,13.0,12.0
930,3395070640,50,10.0,5.0,11.0,9.0,4.0,7.0,3.0,1.0
931,8663280160,125,11.0,12.0,6.0,29.0,6.0,17.0,24.0,20.0
932,6151800624,254,23.0,54.0,30.0,57.0,1.0,55.0,25.0,9.0
933,8594400370,147,8.0,57.0,2.0,38.0,1.0,22.0,12.0,7.0
934,2301400640,1,,1.0,,,,,,
935,4441300240,0,,,,,,,,
936,7714000070,25,2.0,9.0,1.0,5.0,,4.0,3.0,1.0
937,3432500486,0,,,,,,,,
938,5466420030,10,,6.0,1.0,1.0,,2.0,,
939,1324079046,36,1.0,11.0,,6.0,,1.0,17.0,
940,2768301715,4,,1.0,,2.0,,,1.0,
941,3332000135,8,1.0,,3.0,1.0,,2.0,,1.0
942,65000400,1,1.0,,,,,,,
943,8820901670,3,,1.0,,,,1.0,1.0,
944,8712100575,2,,1.0,,,,,,1.0
945,6116500341,46,5.0,13.0,,12.0,1.0,3.0,3.0,9.0
946,4167300030,5,,1.0,,3.0,,1.0,,
947,2925059135,4,1.0,,1.0,,,,2.0,
948,7708300140,227,17.0,19.0,20.0,49.0,1.0,37.0,73.0,11.0
949,4139430340,19,,,,2.0,,1.0,16.0,
950,3812400070,10,2.0,,4.0,,,2.0,,2.0
951,9455200445,2,,1.0,,,,1.0,,
952,6203000160,2,,,,1.0,,,,1.0
953,7517500611,4,,1.0,,2.0,,,1.0,
954,8691300860,30,,8.0,2.0,5.0,,2.0,12.0,1.0
955,5489200435,1,,,,,,1.0,,
956,510002065,4,1.0,,,,1.0,,,2.0
957,252000400,55,4.0,21.0,4.0,6.0,,12.0,7.0,1.0
958,7279300070,1,,,,,,,1.0,
959,8113101670,7,1.0,,3.0,,,2.0,,1.0
960,7578200310,9,1.0,,,3.0,,1.0,1.0,3.0
961,7715800570,0,,,,,,,,
962,6852700478,10,,4.0,1.0,3.0,,1.0,1.0,
963,1917300260,94,6.0,22.0,6.0,18.0,2.0,11.0,17.0,12.0
964,4298100070,127,11.0,39.0,6.0,40.0,,16.0,14.0,1.0
965,1842000140,1524,138.0,215.0,50.0,412.0,46.0,236.0,185.0,242.0
966,5462100240,1089,81.0,268.0,19.0,268.0,16.0,136.0,220.0,81.0
967,8651520510,44,4.0,13.0,,10.0,,3.0,12.0,2.0
968,3578110200,348,23.0,52.0,17.0,86.0,8.0,66.0,82.0,14.0
969,7555210340,3,,,,1.0,,,1.0,1.0
970,2313900510,9,1.0,,,3.0,,1.0,1.0,3.0
971,2009001600,0,,,,,,,,
972,1455100116,10,,2.0,1.0,3.0,,1.0,3.0,
973,3629790160,30,1.0,9.0,,4.0,,5.0,9.0,2.0
974,1778350070,47,2.0,14.0,1.0,11.0,,1.0,17.0,1.0
975,1703050200,16,2.0,6.0,,2.0,,4.0,2.0,
976,5469700570,42,,12.0,1.0,18.0,,4.0,4.0,3.0
977,100600860,11,,2.0,,,,3.0,3.0,3.0
978,421049116,669,52.0,190.0,13.0,154.0,6.0,79.0,117.0,58.0
979,3205200640,29,4.0,,,5.0,,3.0,15.0,2.0
980,8899200570,7,2.0,2.0,2.0,,,,1.0,
981,1777500160,159,9.0,42.0,1.0,37.0,1.0,17.0,45.0,7.0
982,7853340860,36,8.0,11.0,2.0,3.0,,1.0,9.0,2.0
983,1862400132,15,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0
984,6380500135,12,,,3.0,1.0,2.0,4.0,2.0,
985,9528104108,1,1.0,,,,,,,
986,2571910160,31,3.0,16.0,2.0,5.0,,2.0,1.0,2.0
987,316000160,517,71.0,100.0,14.0,112.0,2.0,66.0,76.0,76.0
988,2695600505,209,6.0,2.0,6.0,30.0,7.0,139.0,15.0,4.0
989,3904910320,579,29.0,82.0,39.0,191.0,6.0,81.0,141.0,10.0
990,4100000140,7,1.0,2.0,,1.0,,1.0,2.0,
991,3226049270,30,3.0,1.0,6.0,3.0,8.0,5.0,3.0,1.0
992,1455600030,10,,2.0,1.0,3.0,,1.0,3.0,
993,5559600140,5,,,,1.0,,4.0,,
994,5147600105,4819,442.0,776.0,205.0,1253.0,155.0,799.0,539.0,650.0
995,7437100570,19,1.0,6.0,2.0,3.0,,3.0,3.0,1.0
996,8856004730,150,10.0,50.0,2.0,24.0,2.0,22.0,24.0,16.0
997,3856902996,5,2.0,,,,1.0,,,2.0
998,1442800370,102,12.0,35.0,3.0,19.0,1.0,18.0,12.0,2.0
999,8001400340,631,51.0,162.0,15.0,143.0,5.0,86.0,109.0,60.0
